datetime,location,door_status
2017-04-08 12:09:45,Georgetown,closed
2017-04-08 12:11:48,Georgetown,opened
2017-04-08 12:11:53,Georgetown,closed
2017-04-08 12:26:16,Georgetown,opened
2017-04-08 12:26:21,Georgetown,closed
2017-04-08 12:26:49,Georgetown,opened
2017-04-08 12:26:55,Georgetown,closed
2017-04-08 12:27:40,Georgetown,opened
2017-04-08 12:27:45,Georgetown,closed
2017-04-08 12:28:39,Georgetown,opened
2017-04-08 12:28:44,Georgetown,closed
2017-04-08 12:29:13,Georgetown,opened
2017-04-08 12:29:18,Georgetown,closed
2017-04-08 12:30:18,Georgetown,opened
2017-04-08 12:30:23,Georgetown,closed
2017-04-08 12:30:57,Georgetown,opened
2017-04-08 12:31:03,Georgetown,closed
2017-04-08 12:31:24,Georgetown,opened
2017-04-08 12:31:29,Georgetown,closed
2017-04-08 12:34:36,Georgetown,opened
2017-04-08 12:34:41,Georgetown,closed
2017-04-08 12:40:35,Georgetown,opened
2017-04-08 12:40:46,Georgetown,closed
2017-04-08 12:41:47,Georgetown,opened
2017-04-08 12:41:52,Georgetown,closed
2017-04-08 12:44:54,Georgetown,opened
2017-04-08 12:44:55,Georgetown,closed
2017-04-08 12:45:19,Georgetown,opened
2017-04-08 12:45:25,Georgetown,closed
2017-04-08 12:46:36,Georgetown,opened
2017-04-08 12:46:37,Georgetown,closed
2017-04-08 12:47:34,Georgetown,opened
2017-04-08 12:47:40,Georgetown,closed
2017-04-08 12:50:07,Georgetown,opened
2017-04-08 12:50:12,Georgetown,closed
2017-04-08 12:50:21,Georgetown,opened
2017-04-08 12:50:25,Georgetown,closed
2017-04-08 12:50:38,Georgetown,opened
2017-04-08 12:50:44,Georgetown,closed
2017-04-08 12:52:41,Georgetown,opened
2017-04-08 12:52:45,Georgetown,closed
2017-04-08 12:53:49,Georgetown,opened
2017-04-08 12:53:55,Georgetown,closed
2017-04-08 12:54:08,Georgetown,opened
2017-04-08 12:54:13,Georgetown,closed
2017-04-08 12:54:50,Georgetown,opened
2017-04-08 12:54:56,Georgetown,closed
2017-04-08 12:56:01,Georgetown,opened
2017-04-08 12:56:06,Georgetown,closed
2017-04-08 12:56:13,Georgetown,opened
2017-04-08 12:56:19,Georgetown,closed
2017-04-08 12:56:38,Georgetown,opened
2017-04-08 12:56:44,Georgetown,closed
2017-04-08 12:57:26,Georgetown,opened
2017-04-08 12:57:36,Georgetown,closed
2017-04-08 12:57:38,Georgetown,opened
2017-04-08 12:57:44,Georgetown,closed
2017-04-08 12:58:07,Georgetown,opened
2017-04-08 12:58:13,Georgetown,closed
2017-04-08 12:58:37,Georgetown,opened
2017-04-08 12:58:46,Georgetown,closed
2017-04-08 12:58:54,Georgetown,opened
2017-04-08 12:59:00,Georgetown,closed
2017-04-08 12:59:15,Georgetown,opened
2017-04-08 12:59:21,Georgetown,closed
2017-04-08 12:59:33,Georgetown,opened
2017-04-08 12:59:42,Georgetown,closed
2017-04-08 12:59:53,Georgetown,opened
2017-04-08 12:59:57,Georgetown,closed
2017-04-08 13:00:17,Georgetown,opened
2017-04-08 13:00:28,Georgetown,closed
2017-04-08 13:00:34,Georgetown,opened
2017-04-08 13:00:44,Georgetown,closed
2017-04-08 13:00:49,Georgetown,opened
2017-04-08 13:00:54,Georgetown,closed
2017-04-08 13:01:25,Georgetown,opened
2017-04-08 13:01:31,Georgetown,closed
2017-04-08 13:01:31,Georgetown,opened
2017-04-08 13:01:37,Georgetown,closed
2017-04-08 13:01:49,Georgetown,opened
2017-04-08 13:01:54,Georgetown,closed
2017-04-08 13:02:27,Georgetown,opened
2017-04-08 13:02:31,Georgetown,closed
2017-04-08 13:02:46,Georgetown,opened
2017-04-08 13:02:56,Georgetown,closed
2017-04-08 13:03:22,Georgetown,opened
2017-04-08 13:03:27,Georgetown,closed
2017-04-08 13:04:28,Georgetown,opened
2017-04-08 13:04:35,Georgetown,closed
2017-04-08 13:05:43,Georgetown,opened
2017-04-08 13:05:49,Georgetown,closed
2017-04-08 13:06:13,Georgetown,opened
2017-04-08 13:06:18,Georgetown,closed
2017-04-08 13:06:51,Georgetown,opened
2017-04-08 13:06:57,Georgetown,closed
2017-04-08 13:07:39,Georgetown,opened
2017-04-08 13:07:44,Georgetown,closed
2017-04-08 13:08:14,Georgetown,opened
2017-04-08 13:08:15,Georgetown,closed
2017-04-08 13:08:22,Georgetown,opened
2017-04-08 13:08:25,Georgetown,closed
2017-04-08 13:13:12,Georgetown,opened
2017-04-08 13:13:17,Georgetown,closed
2017-04-08 13:15:59,Georgetown,opened
2017-04-08 13:16:04,Georgetown,closed
2017-04-08 13:16:11,Georgetown,opened
2017-04-08 13:16:17,Georgetown,closed
2017-04-08 13:17:44,Georgetown,opened
2017-04-08 13:17:48,Georgetown,closed
2017-04-08 13:19:16,Georgetown,opened
2017-04-08 13:19:17,Georgetown,closed
2017-04-08 13:20:44,Georgetown,opened
2017-04-08 13:20:48,Georgetown,closed
2017-04-08 14:00:33,Georgetown,opened
2017-04-08 14:00:40,Georgetown,closed
2017-04-08 14:00:43,Georgetown,opened
2017-04-08 14:00:55,Georgetown,closed
2017-04-08 14:00:58,Georgetown,opened
2017-04-08 14:01:13,Georgetown,closed
2017-04-08 14:01:17,Georgetown,opened
2017-04-08 14:01:23,Georgetown,closed
2017-04-08 14:01:27,Georgetown,opened
2017-04-08 14:01:33,Georgetown,closed
2017-04-08 14:01:50,Georgetown,opened
2017-04-08 14:01:59,Georgetown,closed
2017-04-08 14:02:17,Georgetown,opened
2017-04-08 14:02:21,Georgetown,closed
2017-04-08 14:03:13,Georgetown,opened
2017-04-08 14:03:19,Georgetown,closed
2017-04-08 14:03:31,Georgetown,opened
2017-04-08 14:03:35,Georgetown,closed
2017-04-08 14:03:39,Georgetown,opened
2017-04-08 14:03:44,Georgetown,closed
2017-04-08 14:03:50,Georgetown,opened
2017-04-08 14:03:55,Georgetown,closed
2017-04-08 14:04:38,Georgetown,opened
2017-04-08 14:04:44,Georgetown,closed
2017-04-08 14:04:46,Georgetown,opened
2017-04-08 14:04:51,Georgetown,closed
2017-04-08 14:05:15,Georgetown,opened
2017-04-08 14:05:20,Georgetown,closed
2017-04-08 14:05:51,Georgetown,opened
2017-04-08 14:05:56,Georgetown,closed
2017-04-08 14:06:10,Georgetown,opened
2017-04-08 14:06:18,Georgetown,closed
2017-04-08 14:06:27,Georgetown,opened
2017-04-08 14:06:32,Georgetown,closed
2017-04-08 14:07:16,Georgetown,opened
2017-04-08 14:07:25,Georgetown,closed
2017-04-08 14:07:40,Georgetown,opened
2017-04-08 14:07:46,Georgetown,closed
2017-04-08 14:07:59,Georgetown,opened
2017-04-08 14:08:08,Georgetown,closed
2017-04-08 14:08:36,Georgetown,opened
2017-04-08 14:08:41,Georgetown,closed
2017-04-08 14:08:59,Georgetown,opened
2017-04-08 14:09:04,Georgetown,closed
2017-04-08 14:10:14,Georgetown,opened
2017-04-08 14:10:19,Georgetown,closed
2017-04-08 14:16:32,Georgetown,opened
2017-04-08 14:16:36,Georgetown,closed
2017-04-08 14:25:55,Georgetown,opened
2017-04-08 14:25:56,Georgetown,closed
2017-04-08 14:30:55,Georgetown,opened
2017-04-08 14:30:59,Georgetown,closed
2017-04-08 14:33:56,Georgetown,opened
2017-04-08 14:33:59,Georgetown,closed
2017-04-08 14:42:37,Georgetown,opened
2017-04-08 14:42:37,Georgetown,closed
2017-04-08 15:03:49,Georgetown,opened
2017-04-08 15:03:52,Georgetown,closed
2017-04-08 15:08:36,Georgetown,opened
2017-04-08 15:08:41,Georgetown,closed
2017-04-08 15:17:20,Georgetown,opened
2017-04-08 15:17:25,Georgetown,closed
2017-04-08 15:20:39,Georgetown,opened
2017-04-08 15:20:44,Georgetown,closed
2017-04-08 15:23:28,Georgetown,opened
2017-04-08 15:23:33,Georgetown,closed
2017-04-08 15:26:11,Georgetown,opened
2017-04-08 15:26:17,Georgetown,closed
2017-04-08 15:26:51,Georgetown,opened
2017-04-08 15:26:57,Georgetown,closed
2017-04-08 15:27:28,Georgetown,opened
2017-04-08 15:27:33,Georgetown,closed
2017-04-08 15:28:07,Georgetown,opened
2017-04-08 15:28:12,Georgetown,closed
2017-04-08 15:28:30,Georgetown,opened
2017-04-08 15:28:33,Georgetown,closed
2017-04-08 15:29:41,Georgetown,opened
2017-04-08 15:29:46,Georgetown,closed
2017-04-08 15:30:57,Georgetown,opened
2017-04-08 15:30:57,Georgetown,closed
2017-04-08 15:30:58,Georgetown,opened
2017-04-08 15:31:03,Georgetown,closed
2017-04-08 15:31:22,Georgetown,opened
2017-04-08 15:31:26,Georgetown,closed
2017-04-08 15:35:26,Georgetown,opened
2017-04-08 15:35:30,Georgetown,closed
2017-04-08 15:37:53,Georgetown,opened
2017-04-08 15:37:57,Georgetown,closed
2017-04-08 15:40:12,Georgetown,opened
2017-04-08 15:40:17,Georgetown,closed
2017-04-08 15:46:22,Georgetown,opened
2017-04-08 15:46:26,Georgetown,closed
2017-04-08 16:06:37,Georgetown,opened
2017-04-08 16:06:43,Georgetown,closed
2017-04-08 16:07:29,Georgetown,opened
2017-04-08 16:07:39,Georgetown,closed
2017-04-08 16:07:43,Georgetown,opened
2017-04-08 16:07:50,Georgetown,closed
2017-04-08 16:07:54,Georgetown,opened
2017-04-08 16:08:01,Georgetown,closed
2017-04-08 16:08:59,Georgetown,opened
2017-04-08 16:09:04,Georgetown,closed
2017-04-08 16:09:52,Georgetown,opened
2017-04-08 16:09:59,Georgetown,closed
2017-04-08 16:10:18,Georgetown,opened
2017-04-08 16:10:24,Georgetown,closed
2017-04-08 16:10:38,Georgetown,opened
2017-04-08 16:10:44,Georgetown,closed
2017-04-08 16:12:05,Georgetown,opened
2017-04-08 16:12:09,Georgetown,closed
2017-04-08 16:12:17,Georgetown,opened
2017-04-08 16:12:25,Georgetown,closed
2017-04-08 16:12:29,Georgetown,opened
2017-04-08 16:12:35,Georgetown,closed
2017-04-08 16:12:46,Georgetown,opened
2017-04-08 16:12:52,Georgetown,closed
2017-04-08 16:14:10,Georgetown,opened
2017-04-08 16:14:49,Georgetown,closed
2017-04-08 16:16:55,Georgetown,opened
2017-04-08 16:17:01,Georgetown,closed
2017-04-08 16:19:01,Georgetown,opened
2017-04-08 16:19:06,Georgetown,closed
2017-04-08 16:25:51,Georgetown,opened
2017-04-08 16:25:56,Georgetown,closed
2017-04-08 16:26:35,Georgetown,opened
2017-04-08 16:26:40,Georgetown,closed
2017-04-08 16:27:24,Georgetown,opened
2017-04-08 16:27:30,Georgetown,closed
2017-04-22 08:37:23,Georgetown,opened
2017-04-22 08:37:27,Georgetown,closed
2017-04-22 08:37:58,Georgetown,opened
2017-04-22 08:38:04,Georgetown,closed
2017-04-22 08:40:21,Georgetown,opened
2017-04-22 08:40:26,Georgetown,closed
2017-04-22 08:40:31,Georgetown,opened
2017-04-22 08:40:37,Georgetown,closed
2017-04-22 08:41:28,Georgetown,opened
2017-04-22 08:41:35,Georgetown,closed
2017-04-22 08:42:22,Georgetown,opened
2017-04-22 08:42:27,Georgetown,closed
2017-04-22 08:43:05,Georgetown,opened
2017-04-22 08:43:10,Georgetown,closed
2017-04-22 08:43:12,Georgetown,opened
2017-04-22 08:43:17,Georgetown,closed
2017-04-22 08:43:28,Georgetown,opened
2017-04-22 08:43:33,Georgetown,closed
2017-04-22 08:44:37,Georgetown,opened
2017-04-22 08:44:42,Georgetown,closed
2017-04-22 08:45:10,Georgetown,opened
2017-04-22 08:45:15,Georgetown,closed
2017-04-22 08:47:44,Georgetown,opened
2017-04-22 08:47:50,Georgetown,closed
2017-04-22 08:48:02,Georgetown,opened
2017-04-22 08:48:10,Georgetown,closed
2017-04-22 08:48:33,Georgetown,opened
2017-04-22 08:48:42,Georgetown,closed
2017-04-22 08:48:57,Georgetown,opened
2017-04-22 08:49:03,Georgetown,closed
2017-04-22 08:49:25,Georgetown,opened
2017-04-22 08:49:30,Georgetown,closed
2017-04-22 08:49:55,Georgetown,opened
2017-04-22 08:50:00,Georgetown,closed
2017-04-22 08:50:34,Georgetown,opened
2017-04-22 08:50:38,Georgetown,closed
2017-04-22 08:51:12,Georgetown,opened
2017-04-22 08:51:18,Georgetown,closed
2017-04-22 08:52:14,Georgetown,opened
2017-04-22 08:52:27,Georgetown,closed
2017-04-22 08:52:41,Georgetown,opened
2017-04-22 08:52:45,Georgetown,closed
2017-04-22 08:53:04,Georgetown,opened
2017-04-22 08:53:12,Georgetown,closed
2017-04-22 08:54:00,Georgetown,opened
2017-04-22 08:54:06,Georgetown,closed
2017-04-22 08:54:47,Georgetown,opened
2017-04-22 08:54:51,Georgetown,closed
2017-04-22 08:54:57,Georgetown,opened
2017-04-22 08:55:03,Georgetown,closed
2017-04-22 08:56:56,Georgetown,opened
2017-04-22 08:57:01,Georgetown,closed
2017-04-22 08:57:36,Georgetown,opened
2017-04-22 08:57:41,Georgetown,closed
2017-04-22 08:58:20,Georgetown,opened
2017-04-22 08:58:24,Georgetown,closed
2017-04-22 08:58:56,Georgetown,opened
2017-04-22 08:59:01,Georgetown,closed
2017-04-22 08:59:06,Georgetown,opened
2017-04-22 08:59:10,Georgetown,closed
2017-04-22 08:59:17,Georgetown,opened
2017-04-22 08:59:24,Georgetown,closed
2017-04-22 09:00:04,Georgetown,opened
2017-04-22 09:00:09,Georgetown,closed
2017-04-22 09:00:17,Georgetown,opened
2017-04-22 09:00:23,Georgetown,closed
2017-04-22 09:00:45,Georgetown,opened
2017-04-22 09:00:51,Georgetown,closed
2017-04-22 09:01:50,Georgetown,opened
2017-04-22 09:01:54,Georgetown,closed
2017-04-22 09:02:54,Georgetown,opened
2017-04-22 09:03:03,Georgetown,closed
2017-04-22 09:03:08,Georgetown,opened
2017-04-22 09:03:16,Georgetown,closed
2017-04-22 09:04:10,Georgetown,opened
2017-04-22 09:04:15,Georgetown,closed
2017-04-22 09:04:51,Georgetown,opened
2017-04-22 09:04:56,Georgetown,closed
2017-04-22 09:06:08,Georgetown,opened
2017-04-22 09:06:09,Georgetown,closed
2017-04-22 09:08:14,Georgetown,opened
2017-04-22 09:08:20,Georgetown,closed
2017-04-22 09:08:34,Georgetown,opened
2017-04-22 09:08:39,Georgetown,closed
2017-04-22 09:12:38,Georgetown,opened
2017-04-22 09:12:44,Georgetown,closed
2017-04-22 09:13:18,Georgetown,opened
2017-04-22 09:13:23,Georgetown,closed
2017-04-22 09:13:35,Georgetown,opened
2017-04-22 09:13:40,Georgetown,closed
2017-04-22 09:31:06,Georgetown,opened
2017-04-22 09:31:09,Georgetown,closed
2017-04-22 09:36:28,Georgetown,opened
2017-04-22 09:36:31,Georgetown,closed
2017-04-22 09:40:23,Georgetown,opened
2017-04-22 09:40:28,Georgetown,closed
2017-04-22 10:11:26,Georgetown,opened
2017-04-22 10:11:33,Georgetown,closed
2017-04-22 10:11:44,Georgetown,opened
2017-04-22 10:11:55,Georgetown,closed
2017-04-22 10:11:57,Georgetown,opened
2017-04-22 10:12:01,Georgetown,closed
2017-04-22 10:12:18,Georgetown,opened
2017-04-22 10:12:24,Georgetown,closed
2017-04-22 10:12:27,Georgetown,opened
2017-04-22 10:12:32,Georgetown,closed
2017-04-22 10:12:45,Georgetown,opened
2017-04-22 10:12:52,Georgetown,closed
2017-04-22 10:13:02,Georgetown,opened
2017-04-22 10:13:07,Georgetown,closed
2017-04-22 10:13:11,Georgetown,opened
2017-04-22 10:13:16,Georgetown,closed
2017-04-22 10:13:24,Georgetown,opened
2017-04-22 10:13:30,Georgetown,closed
2017-04-22 10:13:46,Georgetown,opened
2017-04-22 10:13:50,Georgetown,closed
2017-04-22 10:14:45,Georgetown,opened
2017-04-22 10:14:51,Georgetown,closed
2017-04-22 10:15:11,Georgetown,opened
2017-04-22 10:15:16,Georgetown,closed
2017-04-22 10:15:43,Georgetown,opened
2017-04-22 10:15:49,Georgetown,closed
2017-04-22 10:15:56,Georgetown,opened
2017-04-22 10:16:09,Georgetown,closed
2017-04-22 10:16:15,Georgetown,opened
2017-04-22 10:16:19,Georgetown,closed
2017-04-22 10:16:56,Georgetown,opened
2017-04-22 10:17:01,Georgetown,closed
2017-04-22 10:17:16,Georgetown,opened
2017-04-22 10:17:23,Georgetown,closed
2017-04-22 10:18:15,Georgetown,opened
2017-04-22 10:18:21,Georgetown,closed
2017-04-22 10:18:26,Georgetown,opened
2017-04-22 10:18:32,Georgetown,closed
2017-04-22 10:18:43,Georgetown,opened
2017-04-22 10:18:48,Georgetown,closed
2017-04-22 10:19:08,Georgetown,opened
2017-04-22 10:19:12,Georgetown,closed
2017-04-22 10:20:11,Georgetown,opened
2017-04-22 10:20:15,Georgetown,closed
2017-04-22 10:20:42,Georgetown,opened
2017-04-22 10:20:49,Georgetown,closed
2017-04-22 11:01:19,Georgetown,opened
2017-04-22 11:01:22,Georgetown,closed
2017-04-22 11:06:44,Georgetown,opened
2017-04-22 11:06:48,Georgetown,closed
2017-04-22 11:12:35,Georgetown,opened
2017-04-22 11:12:40,Georgetown,closed
2017-04-22 11:15:02,Georgetown,opened
2017-04-22 11:15:07,Georgetown,closed
2017-04-22 11:31:21,Georgetown,opened
2017-04-22 11:31:24,Georgetown,closed
2017-04-22 11:32:29,Georgetown,opened
2017-04-22 11:32:32,Georgetown,closed
2017-04-22 11:35:07,Georgetown,opened
2017-04-22 11:35:12,Georgetown,closed
2017-04-22 11:36:10,Georgetown,opened
2017-04-22 11:36:14,Georgetown,closed
2017-04-22 11:36:52,Georgetown,opened
2017-04-22 11:36:56,Georgetown,closed
2017-04-22 11:36:59,Georgetown,opened
2017-04-22 11:37:03,Georgetown,closed
2017-04-22 11:39:03,Georgetown,opened
2017-04-22 11:39:08,Georgetown,closed
2017-04-22 11:40:10,Georgetown,opened
2017-04-22 11:40:10,Georgetown,closed
2017-04-22 11:41:07,Georgetown,opened
2017-04-22 11:41:11,Georgetown,closed
2017-04-22 11:42:34,Georgetown,opened
2017-04-22 11:42:40,Georgetown,closed
2017-04-22 11:45:03,Georgetown,opened
2017-04-22 11:45:07,Georgetown,closed
2017-04-22 11:48:32,Georgetown,opened
2017-04-22 11:48:36,Georgetown,closed
2017-04-22 11:48:48,Georgetown,opened
2017-04-22 11:48:51,Georgetown,closed
2017-04-22 11:51:51,Georgetown,opened
2017-04-22 11:51:57,Georgetown,closed
2017-04-22 12:00:41,Georgetown,opened
2017-04-22 12:00:44,Georgetown,closed
2017-04-22 12:00:52,Georgetown,opened
2017-04-22 12:00:55,Georgetown,closed
2017-04-22 12:01:04,Georgetown,opened
2017-04-22 12:01:12,Georgetown,closed
2017-04-22 12:01:17,Georgetown,opened
2017-04-22 12:01:23,Georgetown,closed
2017-04-22 12:01:42,Georgetown,opened
2017-04-22 12:01:51,Georgetown,closed
2017-04-22 12:01:51,Georgetown,opened
2017-04-22 12:01:58,Georgetown,closed
2017-04-22 12:02:23,Georgetown,opened
2017-04-22 12:02:33,Georgetown,closed
2017-04-22 12:02:41,Georgetown,opened
2017-04-22 12:02:51,Georgetown,closed
2017-04-22 12:02:59,Georgetown,opened
2017-04-22 12:03:09,Georgetown,closed
2017-04-22 12:03:21,Georgetown,opened
2017-04-22 12:03:27,Georgetown,closed
2017-04-22 12:03:41,Georgetown,opened
2017-04-22 12:03:51,Georgetown,closed
2017-04-22 12:04:15,Georgetown,opened
2017-04-22 12:04:27,Georgetown,closed
2017-04-22 12:04:31,Georgetown,opened
2017-04-22 12:04:37,Georgetown,closed
2017-04-22 12:04:45,Georgetown,opened
2017-04-22 12:04:53,Georgetown,closed
2017-04-22 12:05:05,Georgetown,opened
2017-04-22 12:05:10,Georgetown,closed
2017-04-22 12:08:28,Georgetown,opened
2017-04-22 12:08:34,Georgetown,closed
2017-04-22 12:09:05,Georgetown,opened
2017-04-22 12:09:10,Georgetown,closed
2017-04-22 12:12:22,Georgetown,opened
2017-04-22 12:12:27,Georgetown,closed
2017-04-22 12:12:45,Georgetown,opened
2017-04-22 12:12:50,Georgetown,closed
2017-04-22 12:16:32,Georgetown,opened
2017-04-22 12:16:37,Georgetown,closed
2017-04-22 12:18:13,Georgetown,opened
2017-04-22 12:18:19,Georgetown,closed
2017-04-22 12:19:37,Georgetown,opened
2017-04-22 12:19:43,Georgetown,closed
2017-04-22 12:20:21,Georgetown,opened
2017-04-22 12:20:27,Georgetown,closed
2017-04-22 12:20:48,Georgetown,opened
2017-04-22 12:20:52,Georgetown,closed
2017-04-22 12:21:33,Georgetown,opened
2017-04-22 12:21:39,Georgetown,closed
2017-04-22 12:22:10,Georgetown,opened
2017-04-22 13:01:05,Georgetown,closed
2017-04-22 13:01:45,Georgetown,opened
2017-04-22 13:01:49,Georgetown,closed
2017-04-22 13:02:06,Georgetown,opened
2017-04-22 13:02:10,Georgetown,closed
2017-04-22 13:07:24,Georgetown,opened
2017-04-22 13:07:28,Georgetown,closed
2017-04-22 13:09:05,Georgetown,opened
2017-04-22 13:09:10,Georgetown,closed
2017-04-22 13:10:01,Georgetown,opened
2017-04-22 13:10:05,Georgetown,closed
2017-04-22 13:16:48,Georgetown,opened
2017-04-22 13:16:52,Georgetown,closed
2017-04-22 13:54:35,Georgetown,opened
2017-04-22 13:54:39,Georgetown,closed
2017-04-22 13:58:34,Georgetown,opened
2017-04-22 13:58:38,Georgetown,closed
2017-04-22 14:01:10,Georgetown,opened
2017-04-22 14:01:13,Georgetown,closed
2017-04-22 14:01:17,Georgetown,opened
2017-04-22 14:01:21,Georgetown,closed
2017-04-22 14:01:34,Georgetown,opened
2017-04-22 14:01:37,Georgetown,closed
2017-04-22 14:02:01,Georgetown,opened
2017-04-22 14:02:08,Georgetown,closed
2017-04-22 14:04:11,Georgetown,opened
2017-04-22 14:04:18,Georgetown,closed
2017-04-22 14:04:41,Georgetown,opened
2017-04-22 14:04:46,Georgetown,closed
2017-04-22 14:06:03,Georgetown,opened
2017-04-22 14:23:00,Georgetown,closed
2017-04-22 14:23:01,Georgetown,opened
2017-04-22 14:23:07,Georgetown,closed
2017-04-22 14:24:02,Georgetown,opened
2017-04-22 14:24:06,Georgetown,closed
2017-04-22 14:26:19,Georgetown,opened
2017-04-22 14:26:24,Georgetown,closed
2017-04-22 14:33:43,Georgetown,opened
2017-04-22 14:33:43,Georgetown,closed
2017-04-22 14:33:44,Georgetown,opened
2017-04-22 14:33:49,Georgetown,closed
2017-04-22 14:54:26,Georgetown,opened
2017-04-22 14:54:30,Georgetown,closed
2017-04-22 15:15:18,Georgetown,opened
2017-04-22 15:15:23,Georgetown,closed
2017-04-22 15:17:19,Georgetown,opened
2017-04-22 15:17:23,Georgetown,closed
2017-04-22 15:19:12,Georgetown,opened
2017-04-22 15:19:17,Georgetown,closed
2017-04-22 15:21:29,Georgetown,opened
2017-04-22 15:21:33,Georgetown,closed
2017-04-22 15:21:56,Georgetown,opened
2017-04-22 15:22:00,Georgetown,closed
2017-04-22 15:22:06,Georgetown,opened
2017-04-22 15:22:10,Georgetown,closed
2017-04-22 15:25:35,Georgetown,opened
2017-04-22 15:25:38,Georgetown,closed
2017-04-22 15:31:13,Georgetown,opened
2017-04-22 15:31:17,Georgetown,closed
2017-04-22 15:32:49,Georgetown,opened
2017-04-22 15:32:57,Georgetown,closed
2017-04-22 15:34:11,Georgetown,opened
2017-04-22 15:34:15,Georgetown,closed
2017-04-22 15:36:40,Georgetown,opened
2017-04-22 15:36:44,Georgetown,closed
2017-04-22 15:59:55,Georgetown,opened
2017-04-22 16:00:02,Georgetown,closed
2017-04-22 16:00:47,Georgetown,opened
2017-04-22 16:00:52,Georgetown,closed
2017-04-22 16:00:57,Georgetown,opened
2017-04-22 16:01:07,Georgetown,closed
2017-04-22 16:01:12,Georgetown,opened
2017-04-22 16:01:18,Georgetown,closed
2017-04-22 16:01:20,Georgetown,opened
2017-04-22 16:01:25,Georgetown,closed
2017-04-22 16:01:33,Georgetown,opened
2017-04-22 16:01:45,Georgetown,closed
2017-04-22 16:02:23,Georgetown,opened
2017-04-22 16:02:37,Georgetown,closed
2017-04-22 16:03:19,Georgetown,opened
2017-04-22 16:03:26,Georgetown,closed
2017-04-22 16:03:32,Georgetown,opened
2017-04-22 16:03:38,Georgetown,closed
2017-04-22 16:04:48,Georgetown,opened
2017-04-22 16:05:00,Georgetown,closed
2017-04-22 16:07:07,Georgetown,opened
2017-04-22 16:07:19,Georgetown,closed
2017-04-22 16:07:23,Georgetown,opened
2017-04-22 16:07:28,Georgetown,closed
2017-04-22 16:07:39,Georgetown,opened
2017-04-22 16:07:45,Georgetown,closed
2017-04-22 16:08:21,Georgetown,opened
2017-04-22 16:08:26,Georgetown,closed
2017-04-22 16:08:39,Georgetown,opened
2017-04-22 16:08:45,Georgetown,closed
2017-04-22 16:10:00,Georgetown,opened
2017-04-22 16:10:04,Georgetown,closed
2017-04-22 16:10:45,Georgetown,opened
2017-04-22 16:10:48,Georgetown,closed
2017-04-22 16:11:12,Georgetown,opened
2017-04-22 16:11:18,Georgetown,closed
2017-04-22 16:13:41,Georgetown,opened
2017-04-22 16:13:46,Georgetown,closed
2017-04-22 16:14:37,Georgetown,opened
2017-04-22 16:14:43,Georgetown,closed
2017-04-22 16:22:40,Georgetown,opened
2017-04-29 08:57:07,Georgetown,opened
2017-04-29 09:03:36,Georgetown,closed
2017-04-29 09:04:07,Georgetown,opened
2017-04-29 09:04:14,Georgetown,closed
2017-04-29 09:06:44,Georgetown,opened
2017-04-29 09:06:48,Georgetown,closed
2017-04-29 09:07:36,Georgetown,opened
2017-04-29 09:07:42,Georgetown,closed
2017-04-29 09:13:26,Georgetown,opened
2017-04-29 09:13:30,Georgetown,closed
2017-04-29 09:14:59,Georgetown,opened
2017-04-29 09:15:03,Georgetown,closed
2017-04-29 09:18:19,Georgetown,opened
2017-04-29 09:18:24,Georgetown,closed
2017-04-29 09:29:28,Georgetown,opened
2017-04-29 09:29:32,Georgetown,closed
2017-04-29 09:32:32,Georgetown,opened
2017-04-29 09:32:37,Georgetown,closed
2017-04-29 09:43:50,Georgetown,opened
2017-04-29 09:43:53,Georgetown,closed
2017-04-29 09:54:58,Georgetown,opened
2017-04-29 09:55:01,Georgetown,closed
2017-04-29 09:55:24,Georgetown,opened
2017-04-29 09:55:30,Georgetown,closed
2017-04-29 09:56:13,Georgetown,opened
2017-04-29 09:56:18,Georgetown,closed
2017-04-29 09:56:37,Georgetown,opened
2017-04-29 09:56:41,Georgetown,closed
2017-04-29 09:58:00,Georgetown,opened
2017-04-29 09:58:05,Georgetown,closed
2017-04-29 09:59:08,Georgetown,opened
2017-04-29 09:59:12,Georgetown,closed
2017-04-29 09:59:15,Georgetown,opened
2017-04-29 09:59:20,Georgetown,closed
2017-04-29 10:09:07,Georgetown,opened
2017-04-29 10:09:11,Georgetown,closed
2017-04-29 10:14:00,Georgetown,opened
2017-04-29 10:14:04,Georgetown,closed
2017-04-29 10:29:13,Georgetown,opened
2017-04-29 10:29:21,Georgetown,closed
2017-04-29 10:29:22,Georgetown,opened
2017-04-29 10:29:27,Georgetown,closed
2017-04-29 10:29:28,Georgetown,opened
2017-04-29 10:29:38,Georgetown,closed
2017-04-29 10:29:43,Georgetown,opened
2017-04-29 10:29:50,Georgetown,closed
2017-04-29 10:29:53,Georgetown,opened
2017-04-29 10:30:07,Georgetown,closed
2017-04-29 10:31:34,Georgetown,opened
2017-04-29 10:31:38,Georgetown,closed
2017-04-29 10:31:41,Georgetown,opened
2017-04-29 10:31:47,Georgetown,closed
2017-04-29 10:32:01,Georgetown,opened
2017-04-29 10:32:06,Georgetown,closed
2017-04-29 10:32:15,Georgetown,opened
2017-04-29 10:32:21,Georgetown,closed
2017-04-29 10:32:40,Georgetown,opened
2017-04-29 10:32:45,Georgetown,closed
2017-04-29 10:33:01,Georgetown,opened
